"course_custom_id","course_name","course_numberOfDaysPerWeek","course_numberOfWeeks","course_subjects","course_gradeYears","course_defaultDaysOfTheWeek","course_gradingStyle","course_color","course_picture","course_credits","course_description","course_introduction"
"alveary-rec1jHIwzgSj6uy59","Geometry: Grade 8","5","36","Math","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students will discover geometric concepts by constructing drawings.</p><p>This topic is included in the following course(s): Mathematics: Grade 8</p><p>Mathematics: Grade 8<br>For students in elementary school, we recommend RightStart Math (Second Edition), because a) it adheres to Mason's principle that the idea always comes before the algorithm, b) it reflects the very best current research in how children learn mathematics, and c) it offers much-needed support for teachers whose own math instruction may have been lacking. Students in middle school take RightStart Geometry and also add in Pre-Algebra (Hands-On Equations) and Jacobs' Elementary Algebra.</p><p>The lessons should be done in the morning and games in the afternoon. Both mental math and games are critical parts of math instruction, so do not skip them. These lessons are paced out to help keep you on track. There are a few catch-up days built in and can be used to finish incomplete work or to review concepts. The general goal should be to complete one lesson per day. It is important that you complete one level per year, even if that means continuing during breaks, as moving slower can affect high school credits later.</p>","<p>Mathematics: Grade 8<br>☐ If you downloaded the RightStart ebook, print out enough copies of each page and put them in a binder for easy access.</p><p>☐ Organize math manipulatives for easy access.</p>"
"alveary-recFzc62gdI8njsrI","Story of Arithmetic: Part 1","1","36","Math","[]","{, 'monday': True, 'tuesday': False, 'wednesday': False, 'thursday': False, 'friday': False, }","UNGRADED","","","","<p>This course gives students a glimpse into how the ideas that guide our study of arithmetic were first discovered.</p>",""
"alveary-rectuoCTBBLEkwDc2","Story of Arithmetic: Part 2","1","36","Math","[]","{, 'monday': False, 'tuesday': True, 'wednesday': False, 'thursday': False, 'friday': False, }","UNGRADED","","","","<p>This course gives students a glimpse into how the ideas that guide our study of arithmetic were first discovered.</p>","<p>Story of Arithmetic: Part 2<br>☐ Term 1: Familiarize yourself with the &quot;lattice method.&quot; (See Lesson 6.)</p>"
"alveary-recg6kx4VCRYV1XDW","Story of Geometry: Part 1","1","36","Math","[]","{, 'monday': False, 'tuesday': False, 'wednesday': True, 'thursday': False, 'friday': False, }","UNGRADED","","","","<p>This course gives students a glimpse into how the ideas that guide our study of geometry were first discovered.</p>",""
"alveary-recIH7hEQ8Avx0iaE","Story of Geometry: Part 2","1","36","Math","[]","{, 'monday': False, 'tuesday': False, 'wednesday': False, 'thursday': True, 'friday': False, }","UNGRADED","","","","<p>This course gives students a glimpse into how the ideas that guide our study of geometry were first discovered.</p>",""
"alveary-recjB0PioIpL4XnWr","Music Appreciation","4","36","Music","[]","{, 'monday': True, 'tuesday': True, 'wednesday': False, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>This course aims to foster a love of music. Students begin by learning about and listening to common orchestral instruments. Then they spend the rest of the course with a few famous pieces of music that serve as a fun introduction for students with no prior exposure to classical music.</p><p>This topic is included in the following course(s): Music: Intro</p>","<p>Music Appreciation<br>☐ Term 1: Download the audio files or bookmark the web page of A Child’s Introduction to the Orchestra. <br>☐ Term 2: Learn how to pronounce Prokofiev and Camille Saint-Saens. <br>☐ Term 3: Art and music are paired together throughout this term. If teachers anticipate the resources might be overstimulating, Wild Symphony by Dan Brown is a good alternative (see Extra Helpings).</p>"
"alveary-reczI18s7yrqe1poa","Hymns & Spirituals","5","36","Music","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students sing hymns and spirituals to build their faith and appreciation of God's work across time. Hymns and spirituals are connected to the historical time period as appropriate.</p><p>This topic is included in the following course(s): Music: Intro, Music: Level 1, Music: Level 2, Music: Level 3, Music: Level 4, Music: Level 5</p><p>Hymns &amp; Spirituals<br>The Christian hymn and spiritual tradition is incredibly rich, and it is vanishing from many churches. In addition to bringing a much-needed moment of peace to your day, hymns can also introduce students to important theological ideas and church liturgy.</p>","<p>Hymns &amp; Spirituals<br>☐ Bookmark the Alveary hymns, spirituals, and folk song playlist for the year, or create your own YouTube, Spotify, or Amazon playlist if desired.</p>"
"alveary-recH2WghU2kFg2Bsh","Folk Songs","5","36","Music","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students sing folk songs connected to the time period (1800-1900).</p><p>This topic is included in the following course(s): Music: Intro, Music: Level 1, Music: Level 2, Music: Level 3, Music: Level 4, Music: Level 5</p><p>Folk Songs<br>The purpose of learning folk songs is twofold: to increase students’ enjoyment of music and to situate folk music in its historical context in an effort to give students a richer understanding of the times and places that birthed the songs. A musical score is sometimes included for songs, but does not always exactly match the audio used, since folk songs are primarily oral songs and often take many different forms. Studying folk music helps students grow deep roots in our shared heritage and gives insight into historical events from the perspective of the people who were there.</p>",""
"alveary-recH6yJs8s683UEjb","Sol-fa: Musical Games","4","36","Music","[]","{, 'monday': True, 'tuesday': True, 'wednesday': False, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students play musical games to notice rhythm and melody.</p><p>This topic is included in the following course(s): Music: Intro</p>","<p>Sol-fa: Musical Games<br>☐ Bookmark the Musical Games Playlist (in Quick Links), which includes many selections from the term.</p>"
"alveary-rec4XnBqT5hGzgekf","Composer Study","5","36","Music","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>In this course students are immersed into the 19th century via it's composers, instruments, and musical performances. Term 1 focuses on several influential instruments/instrument families, including valved brass, the veena, and the guitar, and the musicians that made them famous. In Term 2, students will grow to know and love the Norwegian Romantic composer, Edvard Grieg. Students conclude the year in Term 3 with the comic operas of Gilbert &amp; Sullivan and their choice between two composers who turned what they saw or heard into music: Modest Mussorgsky and Thomas (&quot;Blind Tom&quot;) Wiggins.</p><p>This topic is included in the following course(s): Music: Level 1, Music: Level 2, Music: Level 3, Music: Level 4, Music: Level 5</p><p>Composer Study<br>&quot;Music is no isolated thing. Its forms, colors, and expressive qualities do not spring from nowhere; they come out of life itself. Often, of course, they are to be enjoyed for themselves alone, in the concert hall or in one’s armchair. But music also reflects human experiences, hopes, and struggles. It may give an insight into the individual and society, into the lives of those far removed from our own in time and place—an insight no other art can provide in this exact way.&quot; ~Elie Siegmeister</p>","<p>Composer Study<br>• Charlotte Mason often included more music in the program than could be covered in the lesson time. While we choose segments that fit the length of the lesson, students will develop a relationship with the term’s music insofar as it is a part of their daily atmosphere. <br>• The YouTube playlist contains nearly the whole year's music, though lessons will occasionally have extra links to historical or musical information. Feel free to create your own playlist if you prefer other platforms to YouTube; though videos are often chosen for visual and sometimes historical interest, the crucial element is the music itself. <br>• Use the year's playlist to listen to previous and current pieces in the afternoons, and explore the Extra Helpings as interested (ideas which relate directly to a lesson are usually included nearby, while more general resources and activities are listed on the Extra Helpings page). Grade 5+ extensions are also usually appropriate as Extra Helpings for interested younger students.</p><p>Composer Study<br>☐ Lessons on Handel's Messiah are scheduled at the beginning of Term 2, so many students will reach them around the Christmas holidays. However, depending on how you schedule your year, this may not fit. Feel free to complete the lessons whenever suits your schedule. The Messiah is as much (or more) an Easter piece as a Christmas one, so you could even bump it to Term 3!</p>"
